"RowID","StudyArea","CountDate","AgeSex","Count"
804,"M","24/02/1982, 00.00.00","AF",1
805,"M","09/03/1982, 00.00.00","AM",2
806,"M","18/03/1982, 00.00.00","AM",1
807,"M","18/03/1982, 00.00.00","AF",2
808,"M","18/03/1982, 00.00.00",,1
809,"M","26/03/1982, 00.00.00","AM",1
810,"M","26/03/1982, 00.00.00","AF",2
811,"M","26/03/1982, 00.00.00","BB",3
812,"M","26/03/1982, 00.00.00",,1
813,"M","08/04/1982, 00.00.00","AM",4
814,"M","08/04/1982, 00.00.00","AF",4
815,"M","13/04/1982, 00.00.00","AM",1
816,"M","13/04/1982, 00.00.00","AF",2
817,"M","13/04/1982, 00.00.00","BB",1
818,"M","27/04/1982, 00.00.00","AM",1
819,"M","27/04/1982, 00.00.00","AF",4
820,"M","17/09/1982, 00.00.00","AM",1
821,"M","17/09/1982, 00.00.00","BB",4
822,"M","17/09/1982, 00.00.00",,1
823,"M","06/10/1982, 00.00.00","AM",2
824,"M","06/10/1982, 00.00.00","AF",1
825,"M","06/10/1982, 00.00.00","BB",4
826,"M","18/10/1982, 00.00.00","AM",2
827,"M","18/10/1982, 00.00.00","BB",4
828,"M","27/10/1982, 00.00.00","AM",3
829,"M","27/10/1982, 00.00.00","JM",1
830,"M","08/11/1982, 00.00.00","AM",2
831,"M","08/11/1982, 00.00.00","AF",1
832,"M","08/11/1982, 00.00.00","JM",1
833,"M","08/11/1982, 00.00.00","BB",1
834,"M","08/11/1982, 00.00.00",,1
835,"M","15/11/1982, 00.00.00","AM",1
836,"M","15/11/1982, 00.00.00","AF",1
837,"M","15/11/1982, 00.00.00","BB",3
838,"M","15/11/1982, 00.00.00",,2
839,"M","24/11/1982, 00.00.00","JM",1
840,"M","24/11/1982, 00.00.00","BB",3
841,"M","02/12/1982, 00.00.00","AM",2
842,"M","02/12/1982, 00.00.00","AF",1
843,"M","02/12/1982, 00.00.00","JM",1
844,"M","02/12/1982, 00.00.00","BB",1
845,"M","31/12/1982, 00.00.00","AM",1
846,"M","31/12/1982, 00.00.00","AF",2
847,"M","31/12/1982, 00.00.00","BB",2
848,"M","11/01/1983, 00.00.00","AF",1
849,"M","11/01/1983, 00.00.00","JM",2
850,"M","11/01/1983, 00.00.00","BB",2
851,"M","17/01/1983, 00.00.00","AM",3
852,"M","17/01/1983, 00.00.00","AF",1
853,"M","17/01/1983, 00.00.00","BB",1
854,"M","26/01/1983, 00.00.00","AM",3
855,"M","26/01/1983, 00.00.00","AF",2
856,"M","26/01/1983, 00.00.00","BB",3
857,"M","08/02/1983, 00.00.00","AF",2
858,"M","08/02/1983, 00.00.00","BB",1
859,"M","16/02/1983, 00.00.00","AM",2
860,"M","16/02/1983, 00.00.00","AF",2
861,"M","16/02/1983, 00.00.00","JM",1
862,"M","16/02/1983, 00.00.00","BB",1
863,"M","28/02/1983, 00.00.00","AM",3
864,"M","03/03/1983, 00.00.00","AM",2
865,"M","03/03/1983, 00.00.00","JM",1
866,"M","03/03/1983, 00.00.00","BB",1
867,"M","03/03/1983, 00.00.00",,1
868,"M","14/03/1983, 00.00.00","AM",2
869,"M","14/03/1983, 00.00.00","AF",2
870,"M","14/03/1983, 00.00.00","BB",1
871,"M","28/03/1983, 00.00.00","AM",4
872,"M","28/03/1983, 00.00.00","JF",1
873,"M","28/03/1983, 00.00.00","BB",1
874,"M","07/04/1983, 00.00.00","BB",2
875,"M","07/04/1983, 00.00.00",,1
876,"M","15/04/1983, 00.00.00","AM",2
877,"M","15/04/1983, 00.00.00","JM",1
878,"M","15/04/1983, 00.00.00","BB",2
879,"M","27/09/1983, 00.00.00","AM",1
880,"M","27/09/1983, 00.00.00","AF",2
881,"M","27/09/1983, 00.00.00","BB",5
882,"M","06/10/1983, 00.00.00","AM",2
883,"M","06/10/1983, 00.00.00","AF",2
884,"M","06/10/1983, 00.00.00","BB",1
885,"M","20/10/1983, 00.00.00","AM",4
886,"M","20/10/1983, 00.00.00","AF",1
887,"M","20/10/1983, 00.00.00",,2
888,"M","26/10/1983, 00.00.00","AM",5
889,"M","26/10/1983, 00.00.00","AF",1
890,"M","26/10/1983, 00.00.00","BB",2
891,"M","03/11/1983, 00.00.00","AM",1
892,"M","03/11/1983, 00.00.00","AF",3
893,"M","03/11/1983, 00.00.00","BB",2
894,"M","03/11/1983, 00.00.00","JX",1
895,"M","03/11/1983, 00.00.00",,1
896,"M","17/11/1983, 00.00.00","AF",1
897,"M","17/11/1983, 00.00.00","BB",1
898,"M","17/11/1983, 00.00.00",,1
899,"M","22/11/1983, 00.00.00","AM",1
900,"M","22/11/1983, 00.00.00","AF",2
901,"M","22/11/1983, 00.00.00","BB",7
902,"M","07/12/1983, 00.00.00","AM",3
903,"M","07/12/1983, 00.00.00","JM",1
904,"M","07/12/1983, 00.00.00","BB",2
905,"M","07/12/1983, 00.00.00","JX",1
906,"M","13/12/1983, 00.00.00","AM",2
907,"M","13/12/1983, 00.00.00","AF",1
908,"M","13/12/1983, 00.00.00","BB",3
909,"M","29/12/1983, 00.00.00","AM",2
910,"M","29/12/1983, 00.00.00","BB",2
911,"M","16/01/1984, 00.00.00","AM",2
912,"M","16/01/1984, 00.00.00","AF",2
913,"M","16/01/1984, 00.00.00","BB",1
914,"M","25/01/1984, 00.00.00","AM",1
915,"M","25/01/1984, 00.00.00","AF",4
916,"M","25/01/1984, 00.00.00","JX",1
917,"M","03/02/1984, 00.00.00","AF",1
918,"M","03/02/1984, 00.00.00","BB",1
919,"M","14/02/1984, 00.00.00","AM",1
920,"M","14/02/1984, 00.00.00","AF",1
921,"M","14/02/1984, 00.00.00","JM",1
922,"M","14/02/1984, 00.00.00","BB",4
923,"M","14/02/1984, 00.00.00",,1
924,"M","14/03/1984, 00.00.00","AM",3
925,"M","14/03/1984, 00.00.00","AF",3
926,"M","14/03/1984, 00.00.00","JM",1
927,"M","28/03/1984, 00.00.00","AM",4
928,"M","28/03/1984, 00.00.00","AF",1
929,"M","28/03/1984, 00.00.00","BB",3
930,"M","28/03/1984, 00.00.00",,1
931,"M","05/04/1984, 00.00.00","AF",1
932,"M","05/04/1984, 00.00.00",,1
933,"M","16/04/1984, 00.00.00","AM",4
934,"M","16/04/1984, 00.00.00","JM",1
935,"M","16/04/1984, 00.00.00","BB",2
936,"M","25/04/1984, 00.00.00","AM",1
937,"M","25/04/1984, 00.00.00","AF",3
938,"M","25/04/1984, 00.00.00",,1
939,"M","27/09/1984, 00.00.00","AM",2
940,"M","27/09/1984, 00.00.00","AF",1
941,"M","27/09/1984, 00.00.00","BB",1
942,"M","03/10/1984, 00.00.00","JM",2
943,"M","03/10/1984, 00.00.00","JF",1
944,"M","03/10/1984, 00.00.00","BB",3
945,"M","12/10/1984, 00.00.00","AM",2
946,"M","12/10/1984, 00.00.00","JM",1
947,"M","12/10/1984, 00.00.00","JF",1
948,"M","12/10/1984, 00.00.00","BB",2
949,"M","30/10/1984, 00.00.00","AM",1
950,"M","30/10/1984, 00.00.00","AF",1
951,"M","30/10/1984, 00.00.00","BB",2
952,"M","30/10/1984, 00.00.00","JX",1
953,"M","12/11/1984, 00.00.00","AM",1
954,"M","12/11/1984, 00.00.00","AF",1
955,"M","12/11/1984, 00.00.00","JF",1
956,"M","12/11/1984, 00.00.00","BB",1
957,"M","12/11/1984, 00.00.00","JX",1
958,"M","19/11/1984, 00.00.00","AM",3
959,"M","19/11/1984, 00.00.00","AF",3
960,"M","19/11/1984, 00.00.00","JM",1
961,"M","19/11/1984, 00.00.00","JF",1
962,"M","19/11/1984, 00.00.00","BB",1
963,"M","30/11/1984, 00.00.00","JM",2
964,"M","06/12/1984, 00.00.00","JM",1
965,"M","06/12/1984, 00.00.00","BB",2
966,"M","06/12/1984, 00.00.00","JX",1
967,"M","14/12/1984, 00.00.00","AM",2
968,"M","14/12/1984, 00.00.00","AF",2
969,"M","14/12/1984, 00.00.00","BB",1
970,"M","21/12/1984, 00.00.00","AM",1
971,"M","21/12/1984, 00.00.00","AF",2
972,"M","21/12/1984, 00.00.00","JM",2
973,"M","21/12/1984, 00.00.00","BB",3
974,"M","04/01/1985, 00.00.00","AM",2
975,"M","04/01/1985, 00.00.00","BB",3
976,"M","15/01/1985, 00.00.00","AF",1
977,"M","15/01/1985, 00.00.00","BB",1
978,"M","22/01/1985, 00.00.00","AF",2
979,"M","14/02/1985, 00.00.00","AM",1
980,"M","14/02/1985, 00.00.00","AF",1
981,"M","14/02/1985, 00.00.00","JM",1
982,"M","14/02/1985, 00.00.00","BB",1
983,"M","04/03/1985, 00.00.00","AM",3
984,"M","04/03/1985, 00.00.00","AF",1
985,"M","13/03/1985, 00.00.00","AM",2
986,"M","13/03/1985, 00.00.00","AF",1
987,"M","13/03/1985, 00.00.00","JM",1
988,"M","13/03/1985, 00.00.00","BB",1
989,"M","25/03/1985, 00.00.00","AM",3
990,"M","25/03/1985, 00.00.00","AF",2
991,"M","25/03/1985, 00.00.00","BB",1
992,"M","04/04/1985, 00.00.00","AM",1
993,"M","04/04/1985, 00.00.00","AF",1
994,"M","04/04/1985, 00.00.00","JF",1
995,"M","04/04/1985, 00.00.00","BB",1
996,"M","16/04/1985, 00.00.00","AM",2
997,"M","16/04/1985, 00.00.00","AF",2
998,"M","16/04/1985, 00.00.00","BB",1
999,"M","29/04/1985, 00.00.00","AM",3
1000,"M","29/04/1985, 00.00.00","AF",2
1001,"M","27/09/1985, 00.00.00","AM",2
1002,"M","27/09/1985, 00.00.00","AF",1
1003,"M","27/09/1985, 00.00.00","JF",1
1004,"M","09/10/1985, 00.00.00","AM",3
1005,"M","09/10/1985, 00.00.00","AF",1
1006,"M","09/10/1985, 00.00.00","JF",1
1007,"M","09/10/1985, 00.00.00","BB",1
1008,"M","14/10/1985, 00.00.00","AM",2
1009,"M","14/10/1985, 00.00.00","AF",1
1010,"M","14/10/1985, 00.00.00","JM",1
1011,"M","14/10/1985, 00.00.00","BB",2
1012,"M","26/11/1985, 00.00.00","AM",2
1013,"M","26/11/1985, 00.00.00","AF",1
1014,"M","26/11/1985, 00.00.00","JM",1
1015,"M","26/11/1985, 00.00.00","BB",3
1016,"M","26/11/1985, 00.00.00","JX",1
1017,"M","04/12/1985, 00.00.00","AM",1
1018,"M","04/12/1985, 00.00.00","AF",1
1019,"M","04/12/1985, 00.00.00","BB",1
1020,"M","04/12/1985, 00.00.00","JX",1
1021,"M","12/12/1985, 00.00.00","AM",4
1022,"M","12/12/1985, 00.00.00","AF",1
1023,"M","12/12/1985, 00.00.00","JM",1
1024,"M","12/12/1985, 00.00.00","JF",1
1025,"M","12/12/1985, 00.00.00","BB",3
1026,"M","20/12/1985, 00.00.00","AM",1
1027,"M","20/12/1985, 00.00.00","AF",1
1028,"M","20/12/1985, 00.00.00","JF",1
1029,"M","20/12/1985, 00.00.00","BB",3
1030,"M","03/01/1986, 00.00.00","AM",2
1031,"M","03/01/1986, 00.00.00","JM",1
1032,"M","16/01/1986, 00.00.00","AM",1
1033,"M","16/01/1986, 00.00.00","AF",2
1034,"M","16/01/1986, 00.00.00","JM",1
1035,"M","16/01/1986, 00.00.00","JX",1
1036,"M","21/01/1986, 00.00.00","AM",1
1037,"M","21/01/1986, 00.00.00","JM",1
1038,"M","21/01/1986, 00.00.00","JX",1
1039,"M","19/02/1986, 00.00.00","AM",3
1040,"M","19/02/1986, 00.00.00","BB",1
1041,"M","25/02/1986, 00.00.00","AM",2
1042,"M","25/02/1986, 00.00.00","AF",2
1043,"M","25/02/1986, 00.00.00","JM",2
1044,"M","25/02/1986, 00.00.00","BB",1
1045,"M","05/03/1986, 00.00.00","AM",1
1046,"M","05/03/1986, 00.00.00","AF",1
1047,"M","05/03/1986, 00.00.00","BB",1
1048,"M","17/03/1986, 00.00.00","AM",3
1049,"M","17/03/1986, 00.00.00","AF",1
1050,"M","17/03/1986, 00.00.00","JF",1
1051,"M","11/04/1986, 00.00.00","AM",2
1052,"M","11/04/1986, 00.00.00","JF",1
1053,"M","14/04/1986, 00.00.00","AM",3
1054,"M","21/04/1986, 00.00.00","AM",4
1055,"M","21/04/1986, 00.00.00","AF",2
1056,"M","21/04/1986, 00.00.00","JF",1
1057,"M","21/04/1986, 00.00.00","BB",1
1058,"M","29/04/1986, 00.00.00","AF",1
1059,"M","24/09/1986, 00.00.00","AM",1
1060,"M","24/09/1986, 00.00.00","AF",1
1061,"M","07/10/1986, 00.00.00","AM",1
1062,"M","07/10/1986, 00.00.00","BB",2
1063,"M","07/10/1986, 00.00.00","JX",1
1064,"M","15/10/1986, 00.00.00","AM",3
1065,"M","15/10/1986, 00.00.00","AF",2
1066,"M","24/10/1986, 00.00.00","JF",1
1067,"M","04/11/1986, 00.00.00","AM",1
1068,"M","04/11/1986, 00.00.00","AF",2
1069,"M","04/11/1986, 00.00.00","BB",1
1070,"M","28/11/1986, 00.00.00","AM",2
1071,"M","28/11/1986, 00.00.00","AF",1
1072,"M","28/11/1986, 00.00.00","BB",1
1073,"M","23/12/1986, 00.00.00","AM",3
1074,"M","23/12/1986, 00.00.00","AF",1
1075,"M","07/01/1987, 00.00.00","AM",1
1076,"M","07/01/1987, 00.00.00","AF",1
1077,"M","28/01/1987, 00.00.00","AM",1
1078,"M","28/01/1987, 00.00.00","BB",2
1079,"M","03/02/1987, 00.00.00","AM",2
1080,"M","03/02/1987, 00.00.00","BB",2
1081,"M","18/02/1987, 00.00.00","AM",2
1082,"M","18/02/1987, 00.00.00","AF",1
1083,"M","18/02/1987, 00.00.00","BB",1
1084,"M","24/02/1987, 00.00.00","AM",2
1085,"M","24/02/1987, 00.00.00","AF",1
1086,"M","24/02/1987, 00.00.00","BB",4
1087,"M","11/03/1987, 00.00.00","AM",2
1088,"M","11/03/1987, 00.00.00","BB",1
1089,"M","09/04/1987, 00.00.00","JM",1
1090,"M","09/04/1987, 00.00.00","BB",1
1091,"M","04/05/1987, 00.00.00","AM",1
1092,"M","30/09/1987, 00.00.00","AM",1
1093,"M","30/09/1987, 00.00.00","BB",3
1094,"M","30/09/1987, 00.00.00",,1
1095,"M","12/10/1987, 00.00.00","JM",1
1096,"M","12/10/1987, 00.00.00","JF",1
1097,"M","12/10/1987, 00.00.00","BB",1
1098,"M","12/10/1987, 00.00.00","JX",1
1099,"M","12/10/1987, 00.00.00",,2
1100,"M","22/10/1987, 00.00.00","AM",1
1101,"M","22/10/1987, 00.00.00","BB",3
1102,"M","22/10/1987, 00.00.00","JX",1
1103,"M","22/10/1987, 00.00.00",,2
1104,"M","10/11/1987, 00.00.00","AM",2
1105,"M","10/11/1987, 00.00.00","BB",6
1106,"M","10/11/1987, 00.00.00","JX",1
1107,"M","03/12/1987, 00.00.00","AM",1
1108,"M","03/12/1987, 00.00.00","BB",4
1109,"M","03/12/1987, 00.00.00",,3
1110,"M","14/12/1987, 00.00.00","AM",1
1111,"M","14/12/1987, 00.00.00","BB",4
1112,"M","14/12/1987, 00.00.00",,2
1113,"M","30/12/1987, 00.00.00","AM",2
1114,"M","14/01/1988, 00.00.00","AM",4
1115,"M","14/01/1988, 00.00.00","JM",1
1116,"M","14/01/1988, 00.00.00",,1
1117,"M","26/01/1988, 00.00.00","AM",2
1118,"M","26/01/1988, 00.00.00","BB",2
1119,"M","02/03/1988, 00.00.00","AM",3
1120,"M","02/03/1988, 00.00.00","AF",1
1121,"M","02/03/1988, 00.00.00","BB",2
1122,"M","02/03/1988, 00.00.00",,2
1123,"M","09/03/1988, 00.00.00","AM",1
1124,"M","09/03/1988, 00.00.00","AF",1
1125,"M","09/03/1988, 00.00.00","BB",3
1126,"M","17/03/1988, 00.00.00","AM",3
1127,"M","17/03/1988, 00.00.00","AF",2
1128,"M","17/03/1988, 00.00.00","BB",2
1129,"M","05/04/1988, 00.00.00","AM",1
1130,"M","05/04/1988, 00.00.00","AF",2
1131,"M","05/04/1988, 00.00.00","BB",1
1132,"M","15/04/1988, 00.00.00","AM",2
1133,"M","15/04/1988, 00.00.00",,1
1134,"M","29/04/1988, 00.00.00","AM",1
1135,"M","29/04/1988, 00.00.00","BB",1
1136,"M","29/04/1988, 00.00.00",,1
1137,"M","04/10/1988, 00.00.00","AM",5
1138,"M","04/10/1988, 00.00.00","JM",1
1139,"M","04/10/1988, 00.00.00","BB",3
1140,"M","04/10/1988, 00.00.00","JX",2
1141,"M","17/10/1988, 00.00.00","AM",1
1142,"M","17/10/1988, 00.00.00","BB",3
1143,"M","17/10/1988, 00.00.00",,1
1144,"M","27/10/1988, 00.00.00","AM",4
1145,"M","27/10/1988, 00.00.00","AF",1
1146,"M","27/10/1988, 00.00.00","BB",3
1147,"M","27/10/1988, 00.00.00","JX",1
1148,"M","27/10/1988, 00.00.00",,1
1149,"M","15/11/1988, 00.00.00","AM",4
1150,"M","15/11/1988, 00.00.00","AF",2
1151,"M","15/11/1988, 00.00.00","BB",2
1152,"M","22/11/1988, 00.00.00","AM",2
1153,"M","22/11/1988, 00.00.00","BB",6
1154,"M","22/11/1988, 00.00.00","JX",1
1155,"M","07/12/1988, 00.00.00","AM",3
1156,"M","07/12/1988, 00.00.00","BB",4
1157,"M","07/12/1988, 00.00.00",,2
1158,"M","14/12/1988, 00.00.00","AM",4
1159,"M","14/12/1988, 00.00.00","BB",2
1160,"M","14/12/1988, 00.00.00","JX",1
1161,"M","14/12/1988, 00.00.00",,3
1162,"M","20/12/1988, 00.00.00","AM",2
1163,"M","20/12/1988, 00.00.00","BB",5
1164,"M","20/12/1988, 00.00.00",,1
1165,"M","02/01/1989, 00.00.00","AM",5
1166,"M","02/01/1989, 00.00.00","AF",1
1167,"M","02/01/1989, 00.00.00","JM",1
1168,"M","02/01/1989, 00.00.00","BB",4
1169,"M","10/01/1989, 00.00.00","AM",2
1170,"M","10/01/1989, 00.00.00","BB",4
1171,"M","10/01/1989, 00.00.00",,2
1172,"M","18/01/1989, 00.00.00","BB",2
1173,"M","18/01/1989, 00.00.00","JX",2
1174,"M","18/01/1989, 00.00.00",,2
1175,"M","26/01/1989, 00.00.00","AM",3
1176,"M","26/01/1989, 00.00.00","BB",2
1177,"M","03/03/1989, 00.00.00","AM",7
1178,"M","03/03/1989, 00.00.00","AF",1
1179,"M","03/03/1989, 00.00.00","BB",1
1180,"M","08/03/1989, 00.00.00","AM",4
1181,"M","08/03/1989, 00.00.00","AF",1
1182,"M","08/03/1989, 00.00.00","BB",2
1183,"M","08/03/1989, 00.00.00",,1
1184,"M","14/03/1989, 00.00.00","AM",4
1185,"M","14/03/1989, 00.00.00","JF",1
1186,"M","14/03/1989, 00.00.00","BB",3
1187,"M","14/03/1989, 00.00.00",,1
1188,"M","21/03/1989, 00.00.00","AM",1
1189,"M","21/03/1989, 00.00.00","JF",1
1190,"M","21/03/1989, 00.00.00","BB",1
1191,"M","29/03/1989, 00.00.00","AM",2
1192,"M","29/03/1989, 00.00.00","AF",1
1193,"M","29/03/1989, 00.00.00","JF",1
1194,"M","29/03/1989, 00.00.00","BB",3
1195,"M","29/03/1989, 00.00.00",,1
1196,"M","12/04/1989, 00.00.00","AM",2
1197,"M","12/04/1989, 00.00.00","AF",1
1198,"M","12/04/1989, 00.00.00","BB",1
